field_number,collector,species,locality,altitude,date,notes,source,geocode_query,geocode_type,lat,lon
GLDONEY 566,"Charles (Charlie) Edward Glass, B. Doney",Astrophytum myriostigma  v. quadricostatum,Mexicó :,NA,NA,NA,clcactus,Mexico,direct,23.6585116,-102.0077097
GLDONEY 584,"Charles (Charlie) Edward Glass, B. Doney",Astrophytum myriostigma  v. potosinum,Mexicó :  (Mexicó),NA,NA,NA,clcactus,Mexico,direct,23.6585116,-102.0077097
GLF 648,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Astrophytum myriostigma  v. potosinum,Mexicó : San Luis Potosi (0.25 mile South of Presa de Guadalupe off Huizache road),NA,NA,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",offset_adjusted,22.855846713576327,-100.1508953
GLF 683a,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Astrophytum myriostigma,"6 miles South-West of Jaumave, Tamaulipas, Mexicó",NA,NA,NA,clcactus,"Jaumave, Tamaulipas, Mexico",offset_adjusted,23.41091922062332,-99.49288261926526
GLF 683,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Astrophytum myriostigma  v. quadricostatum,"6 miles South-West of Jaumave, Tamaulipas, Mexicó",NA,NA,NA,clcactus,"Jaumave, Tamaulipas, Mexico",offset_adjusted,23.41091922062332,-99.49288261926526
GLF 873,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Astrophytum myriostigma  v. strongylogonum,"near Garcia, Charco Blanco to Guadalcazar, San Luis Potosi, Mexicó, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Garcia, Guadalcazar, San Luis Potosi, Mexico",direct,22.636672889488,-100.376292892581
GLF 2169,"Charles (Charlie) Edward Glass, Robert Alan (Bob) Foster (also see notes)",Astrophytum myriostigma,"along river South of Ciudad Lerdo, Durango, Mexicó",NA,NA,NA,clcactus,"Ciudad Lerdo, Durango, Mexico",direct,25.536641,-103.5252472
CS 110.7,Chris Sherrah,Astrophytum myriostigma,"Mexicó : San Luis Potosi (East of Huizache, 1200 m)",NA,16/06/2007,NA,clcactus,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
SH 727,Dennis Sargant (plants collected by Alfred Bernhard Lau),Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas 1400m),NA,02/11/1974,"together with L723, L724, L725, L726",clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
SH 728,Dennis Sargant (plants collected by Alfred Bernhard Lau),Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosi (Villar 1500m),NA,13/11/1974,"together with Gymnocactus knuthianus, Mammillaria aureilanata",clcactus,"Villar, San Luis Potosi, Mexico",direct,22.5447768,-100.4666913
SH 1017,Dennis Sargant (plants collected by Alfred Bernhard Lau),Astrophytum myriostigma  v. quadricostatum,Mexicó : Tamaulipas (Jaumave 600m),NA,17/10/1974,together with Mammillaria viereckii,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
SH 1024,Dennis Sargant (plants collected by Alfred Bernhard Lau),Astrophytum myriostigma  v. columnare,Mexicó : Tamaulipas (Miquihuana 1900m),NA,22/11/1974,"together with Neolloydia conoidea, Mammillaria candida",clcactus,"Miquihuana, Tamaulipas, Mexico",direct,23.5860223,-99.7934682
SH 1183,Dennis Sargant (plants collected by Alfred Bernhard Lau),Astrophytum myriostigma  v. nudum,Mexicó : San Luis Potosi (Sierra de Santa Rita-Jauja 1600-1800m),NA,17/10/1978,"together with L1184, L1185",clcactus,"Sierra de Santa Rita, San Luis Potosi, Mexico",direct,21.519279517486,-99.05610242716
GL 652,Gary Loos,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosi (Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
GM 148,Grzegorz Matuszewski,Astrophytum myriostigma  v. tulense,Mexicó : Tamaulipasaulipas (Magdaleno Cedillo),NA,1996,NA,clcactus,"Magdaleno Cedillo, Tamaulipas, Mexico",direct,22.7890092,-99.936819
GM 150,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : San Louis Potosi (Ciudad del Maiz, 1600 m)",NA,1996,NA,clcactus,"Ciudad del Maiz, San Luis Potosi, Mexico",direct,22.4309305,-99.7047331
GM 216.1,Grzegorz Matuszewski,Astrophytum myriostigma  v. columnare,"Mexicó : San Louis Potosi (El Huizache, 1430 m)",NA,1997,NA,clcactus,"El Huizache, San Luis Potosi, Mexico",direct,22.9162024,-100.3957347
GM 258.1,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : Tamaulipasaulipas (Jaumave, 1020 m)",NA,1997,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
GM 391.1,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : Nuevo Leon (La Perdida, 1435 m)",NA,1999,NA,clcactus,"La Perdida, Nuevo Leon, Mexico",direct,24.27932,-99.6319
GM 580,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : San Louis Potosi (La Muralla, 1000 m)",NA,2002,NA,clcactus,"La Muralla, San Luis Potosi, Mexico",direct,22.1570954,-99.9055176
GM 588.1,Grzegorz Matuszewski,Astrophytum myriostigma  nudum,"Mexicó : San Louis Potosi (Santa Rita del Rucio, 1800 m)",NA,2002,NA,clcactus,"Santa Rita del Rucio, San Luis Potosi, Mexico",direct,23.0644411,-100.3000094
GM 785,Grzegorz Matuszewski,Astrophytum myriostigma  v. strongylogonum,"Mexicó : San Louis Potosi (S-ta Gertrudis, 1490 m)",NA,2003,NA,clcactus,"Santa Gertrudis, San Luis Potosi, Mexico",direct,22.9536514,-101.9218909
GM 787,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : San Louis Potosi (Monte Bello, 1310 m)",NA,2003,NA,clcactus,"Monte Bello, San Luis Potosi, Mexico",direct,22.5297553,-99.6972809
GM 788,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : San Louis Potosi (La Encarnacion, 1250 m)",NA,2003,NA,clcactus,"La Encarnacion, San Luis Potosi, Mexico",direct,22.5504967,-99.9439356
GM 794.1,Grzegorz Matuszewski,Astrophytum myriostigma  nudum,"Mexicó : San Louis Potosi (Presa del Pinto, 1550 m)",NA,2003,NA,clcactus,"Presa del Pinto, San Luis Potosi, Mexico",direct,23.13962,-100.2671
GM 802,Grzegorz Matuszewski,Astrophytum myriostigma  v. tulense,"Mexicó : Tamaulipas (Nicolas Merdano, 1360 m)",NA,2003,NA,clcactus,"Nicolas Merdano, Tamaulipas, Mexico",direct,23.092368611,-99.784663056
GM 1021.1,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : San Louis Potosi (Canon Hondo, 1650 m)",NA,2005,NA,clcactus,"Canon Hondo, San Luis Potosi, Mexico",direct,21.657441944,-99.1674925
GM 1035.8,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : San Louis Potosi (San Rafael, 1000 m)",NA,2007,NA,clcactus,"San Rafael, San Luis Potosi, Mexico",direct,23.0221176,-101.9445985
GM 1251.12,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : San Louis Potosi (La Naranjita, 1280 m)",NA,08/11/2009,NA,clcactus,"La Naranjita, San Luis Potosi, Mexico",direct,23.2034315,-100.2154238
GM 1257.2,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : San Louis Potosi (La Muralla, 1020 m)",NA,10/11/2009,NA,clcactus,"La Muralla, San Luis Potosi, Mexico",direct,22.1570954,-99.9055176
GM 1356,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : Tamaulipas (San Antonio, 730 m)",NA,08/07/2010,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
GM 1524.3,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : Nuevo Leon (La Presa de San Carlos, 1510 m)",NA,09/04/2012,NA,clcactus,"La Presa de San Carlos, Nuevo Leon, Mexico",direct,23.58889,-99.98111
GM 1529.1,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : San Louis Potosi (La Polvora, 1500 m)",NA,10/04/2012,NA,clcactus,"La Polvora, San Luis Potosi, Mexico",direct,22.9280592,-100.3388732
GM 1532.3,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : San Louis Potosi (Palomas, 1170 m)",NA,11/04/2012,NA,clcactus,"Palomas, San Luis Potosi, Mexico",direct,22.4837267,-99.8499889
GM 1668,Grzegorz Matuszewski,Astrophytum myriostigma,"Mexicó : Tamaulipas (Francisco i Madero, 900 m)",NA,14/03/2014,NA,clcactus,"Francisco I. Madero, Tamaulipas, Mexico",direct,25.5666629,-97.6312065
ROG 246,Helmut Rogozinski,Astrophytum myriostigma,Mexicó : San Luis Potosí (San Francisco),NA,1991,NA,clcactus,"San Francisco, San Luis Potosi, Mexico",direct,22.9971869,-101.9297044
ROG 323,Helmut Rogozinski,Astrophytum myriostigma,Mexicó : San Luis Potosí (Noria del las Flores),NA,1992,NA,clcactus,"Noria de las Flores, San Luis Potosi, Mexico",direct,22.789464,-100.5555395
ROG 454,Helmut Rogozinski,Astrophytum myriostigma  f. strongyligonum,Mexicó : San Luis Potosí (Villar),NA,1998,NA,clcactus,"Villar, San Luis Potosi, Mexico",direct,22.5447768,-100.4666913
ROG 582,Helmut Rogozinski,Astrophytum myriostigma,Mexicó : San Luis Potosí (Las Tablas),NA,2001,First locality here,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
ROG 587,Helmut Rogozinski,Astrophytum myriostigma,Mexicó : San Luis Potosí (Las Tablas),NA,2001,Second locality here,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
ROG 598,Helmut Rogozinski,Astrophytum myriostigma,Mexicó : Tamaulipas (Los Ebanos),NA,2001,NA,clcactus,"Los Ebanos, Tamaulipas, Mexico",direct,25.7479317,-97.985301
IDD 0054,Igor D. Dráb,Astrophytum myriostigma,Mexicó : Tamaulipas (odbocka na Matias Garcia za Jaumave),NA,24/04/1993,CSD 049 rastliny aj so 6 rebrami,clcactus,"Jaumave, Tamaulipas, Mexico",direction_only,23.4719813,-99.4263583
IDD 0080,Igor D. Dráb,Astrophytum myriostigma,Mexicó : San Luis Potosí (cesta na Buenavista Rancho),NA,27/04/1993,CSD 075,clcactus,"Buenavista, San Luis Potosi, Mexico",direct,23.4215367,-100.7928502
IDD 0090,Igor D. Dráb,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosí (Charco Blanco),NA,28/04/1993,CSD 085 niektoré výnimočné kusy ploché ako asterias,clcactus,"Charco Blanco, San Luis Potosi, Mexico",direct,22.6295776,-100.5198234
IDD 0641,Igor D. Dráb,Astrophytum myriostigma,Mexicó : Tamaulipas (Jaumave),NA,29/04/1999,"idd101/99 km 105 cesty č. 101, spolu s Gymnocactus viereckii, Mammillaria candida, M. klissingiana, Ferocactus echidne, Echinocactus ingens, Bursera sp.",clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
IDD 0651,Igor D. Dráb,Astrophytum myriostigma,Mexicó : San Luis Potosí (Tula - Ciudad del Maiz),NA,29/04/1999,"idd111/99 km 96 cesty č. 80, v smere od Tula na Ciudad del Maiz",clcactus,"Tula, San Luis Potosi, Mexico",direct,22.1949933,-100.970104
IDD 1097,Igor D. Dráb,Astrophytum myriostigma,Mexicó : San Luis Potosí (La Libertad - La Morita),NA,23/10/2003,idd142/03 GPS 167,clcactus,"La Libertad, San Luis Potosi, Mexico",direct,22.4138375,-99.8480879
IDD 1107,Igor D. Dráb,Astrophytum myriostigma,Mexicó : San Luis Potosí (El Sabino),NA,24/10/2003,idd153/03 GPS 173,clcactus,"El Sabino, San Luis Potosi, Mexico",direct,23.3974043,-101.7137763
CH 231,Jaromír Chvastek,Astrophytum myriostigma  v. strongylogonum,"Charco Blanco, San Luis Potosi, Mexicó",NA,1992/3/21-/4/27,NA,clcactus,"Charco Blanco, San Luis Potosi, Mexico",direct,22.6295776,-100.5198234
CH 305,Jaromír Chvastek,Astrophytum myriostigma,"Rayon to Ciudad Maiz, Pto Sta Gertrudis, San Luis Potosi, Mexicó 1225m",NA,18/10/1990,NA,clcactus,"Puerto Santa Gertrudis, San Luis Potosi, Mexico",direct,22.3080192,-99.6089909
CH 311,Jaromír Chvastek,Astrophytum myriostigma,"Las Palomas, San Luis Potosi, Mexicó",NA,18/10/1990,NA,clcactus,"Las Palomas, San Luis Potosi, Mexico",direct,22.069203,-100.9211043
CH 459,Jaromír Chvastek,Astrophytum myriostigma,"Huizache, San Luis Potosi, Mexicó",NA,26/04/1991,NA,clcactus,"El Huizache, San Luis Potosi, Mexico",direct,22.9162024,-100.3957347
CSD 49,"Jaromír Chvastek, Roman Staník, Igor Dráb",Astrophytum myriostigma,Mexicó : Tamaulipas (Branch to Matias Garcia behind Jaumave),NA,25/04/1997,IDD54  also plants with 6 ribs + G89,clcactus,"Jaumave, Tamaulipas, Mexico",direction_only,23.4719813,-99.4263583
CSD 75,"Jaromír Chvastek, Roman Staník, Igor Dráb",Astrophytum myriostigma,Mexicó : San Luis Potosí (Towards to Buenavista Rancho),NA,28/04/1997,IDD80,clcactus,"Buenavista, San Luis Potosi, Mexico",direct,23.4215367,-100.7928502
CSD 85,"Jaromír Chvastek, Roman Staník, Igor Dráb",Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosí (Charco Blanco),NA,29/04/1997,IDD90  some plants flat like asterias,clcactus,"Charco Blanco, San Luis Potosi, Mexico",direct,22.6295776,-100.5198234
P 466,Jörg and Brigitte Piltz,Astrophytum myriostigma  v. potosinum,Mexicó : SLP (Las Flores),NA,NA,NA,clcactus,"Las Flores, San Luis Potosi, Mexico",direct,22.2436018,-101.2749087
PIL 466,Jörg and Brigitte Piltz,Astrophytum myriostigma  v. potosinum,Mexicó : SLP (Las Flores),NA,NA,NA,clcactus,"Las Flores, San Luis Potosi, Mexico",direct,22.2436018,-101.2749087
KKR 83,Karel Kracik,Astrophytum myriostigma,Mexicó : San Luis Potosí (Tepeyac),NA,NA,NA,clcactus,"Tepeyac, San Luis Potosi, Mexico",direct,23.6609541,-100.6486587
KKR 100,Karel Kracik,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosí (Los Cerritos),NA,NA,NA,clcactus,"Los Cerritos, San Luis Potosi, Mexico",direct,21.9736664,-100.6980678
KKR 283,Karel Kracik,Astrophytum myriostigma,Mexicó : San Luis Potosí (Las Tablas - San Bartolo),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
KPP 1847,Karel Pavlíček,Astrophytum myriostigma  zebrovaná,Mexicó : Tamaulipas (San Antonio),NA,01/10/2014,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
KPP 1848,Karel Pavlíček,Astrophytum myriostigma  velké rostliny,Mexicó : Tamaulipas (San Antonio),NA,01/10/2014,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
KPP 1849,Karel Pavlíček,Astrophytum myriostigma,Mexicó :  (Ciudad Maiz-Alvaro Obregon),NA,01/10/2014,NA,clcactus,"Ciudad del Maiz, San Luis Potosi, Mexico",direct,22.4309305,-99.7047331
KS 7,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Morita),NA,2002,NA,clcactus,"La Morita, San Luis Potosi, Mexico",direct,22.3589958,-99.8574615
KS 8,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Morita),NA,2002,NA,clcactus,"La Morita, San Luis Potosi, Mexico",direct,22.3589958,-99.8574615
KS 048,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Las tablas),NA,2001,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
KS 67,Karel Slajs,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosí (El Oro),NA,2002,NA,clcactus,"El Oro, San Luis Potosi, Mexico",direct,22.6504004,-100.3478622
KS 90,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (El Puerto Santa Gertrudis),NA,2003,NA,clcactus,"Puerto Santa Gertrudis, San Luis Potosi, Mexico",direct,22.3080192,-99.6089909
KS 92,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Montebello),NA,2003,NA,clcactus,"Monte Bello, San Luis Potosi, Mexico",direct,22.5297553,-99.6972809
KS 93,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Encarnacion),NA,2003,NA,clcactus,"La Encarnacion, San Luis Potosi, Mexico",direct,22.5504967,-99.9439356
KS 96,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Presa de Guadalupe),NA,2003,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
KS 101,Karel Slajs,Astrophytum myriostigma  v. tulense,Mexicó : Tamaulipas (Mama Leon),NA,2003,NA,clcactus,"Mama Leon, Tamaulipas, Mexico",direct,23.1025647,-99.7623802
KS 105,Karel Slajs,Astrophytum myriostigma,Mexicó : Tamaulipas (Jaumave),NA,2003,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
KS 171,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Villar),NA,2003,NA,clcactus,"Villar, San Luis Potosi, Mexico",direct,22.5447768,-100.4666913
KS 174,Karel Slajs,Astrophytum myriostigma,Mexicó : Tamaulipas (Jaumave),NA,2003,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
KS 182,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Presa de Guadalupe),NA,2005,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
KS 184,Karel Slajs,Astrophytum myriostigma,"Mexicó : San Luis Potosí (route 80, KM 82)",NA,2005,NA,clcactus,"Highway 80, KM 82, San Luis Potosi, Mexico",direct,22.128305436172,-101.039918666258
KS 185,Karel Slajs,Astrophytum myriostigma,Mexicó : Tamaulipas (El Tanquito),NA,2005,NA,clcactus,"El Tanquito, Tamaulipas, Mexico",direct,22.8599134,-99.9398267
KS 913,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Las Tablas),NA,2007,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
KS 917,Karel Slajs,Astrophytum myriostigma  v. nudum,Mexicó : San Luis Potosí (Santa Rita del Rucio),NA,2007,NA,clcactus,"Santa Rita del Rucio, San Luis Potosi, Mexico",direct,23.0644411,-100.3000094
KS 1005,Karel Slajs,Astrophytum myriostigma,"Mexicó : San Luis Potosí (Mex 80, km 82)",NA,2009,NA,clcactus,"Highway 80, KM 82, San Luis Potosi, Mexico",direct,22.128305436172,-101.039918666258
KS 1005,Karel Slajs,Astrophytum myriostigma,"Mexicó : San Louis Potosi (Mex 80, km 82)",NA,2003,NA,clcactus,"Highway 80, KM 82, San Luis Potosi, Mexico",direct,22.128305436172,-101.039918666258
KS 1007,Karel Slajs,Astrophytum myriostigma,Mexicó : Tamaulipas (San Antonio),NA,2009,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
KS 1102,Karel Slajs,Astrophytum myriostigma,Mexicó : Tamaulipas (San Antonio),NA,2010,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
KS 1103,Karel Slajs,Astrophytum myriostigma,Mexicó : Tamaulipas (San Antonio),NA,2010,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
KS 1104,Karel Slajs,Astrophytum myriostigma,Mexicó : Tamaulipas (San Antonio),NA,2010,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
KS 1208,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Charco Blanco),NA,2012,NA,clcactus,"Charco Blanco, San Luis Potosi, Mexico",direct,22.6295776,-100.5198234
KS 1211,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Trojes),NA,2012,NA,clcactus,"Trojes, San Luis Potosi, Mexico",direct,23.7118384,-100.6602144
KS 1311,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí,NA,2013,NA,clcactus,"San Luis Potosi, Mexico",direct,22.5000001,-100.4949145
KS 1312,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí,NA,2013,NA,clcactus,"San Luis Potosi, Mexico",direct,22.5000001,-100.4949145
KS 1313,Karel Slajs,Astrophytum myriostigma,Mexicó : San Luis Potosí (Guaxcama),NA,2013,NA,clcactus,"Guaxcama, San Luis Potosi, Mexico",direct,22.2140219,-100.2725715
KS 1314,Karel Slajs,Astrophytum myriostigma  v. nudum,Mexicó : San Luis Potosí (Huizache),NA,2013,NA,clcactus,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
KS 1316,Karel Slajs,Astrophytum myriostigma,Mexicó : Tamaulipas (Antonio),NA,2013,NA,clcactus,"Antonio, Tamaulipas, Mexico",direct,22.3326871,-97.8609831
LH 836,Ladislav Horáček,Astrophytum myriostigma,Mexicó : Tamaulipas (San Antonio),NA,28/02/1997,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
LH  1777,Ladislav Horáček,Astrophytum myriostigma,Mexicó : Tamaulipas (Tula),NA,2012_12,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
LH  1789,Ladislav Horáček,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,2012_12,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
KSS 110,"Libor Kunte, Rudolf Slaba, Simerda",Astrophytum myriostigma,"San Antonio, Tamaulipas, Mexicó",NA,NA,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
KSS 160,"Libor Kunte, Rudolf Slaba, Simerda",Astrophytum myriostigma  v. strongylogonum,"El Oro, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"El Oro, San Luis Potosi, Mexico",direct,22.6504004,-100.3478622
LRM 92,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Astrophytum myriostigma,"Huizache Junction, San Luis Potosi, Mexicó",NA,22/06/09,NA,clcactus,"Huizache Junction, San Luis Potosi, Mexico",direct,22.916,-100.39664
LRM 173,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Astrophytum myriostigma,"San Antonio, Tamaulipas, Mexicó",NA,23/06/09,NA,clcactus,"San Antonio, Tamaulipas, Mexico",direct,23.5842448,-99.3438476
LRM 244,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,23/06/09,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
LRM 245,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,23/06/09,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
LRM 263,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Astrophytum myriostigma,"Morita, San Luis Potosi, Mexicó",NA,24/06/09,NA,clcactus,"Morita, San Luis Potosi, Mexico",direct,22.3589958,-99.8574615
LRM 274,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Astrophytum myriostigma,"Presse de Guadalupe, San Luis Potosi, Mexicó",NA,24/06/09,NA,clcactus,"Presa de Guadalupe, San Luis Potosi, Mexico",direct,22.859444,-100.1508953
LRM 287,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Astrophytum myriostigma,"Mamaleon, Tamaulipas, Mexicó",NA,24/06/09,NA,clcactus,"Mama Leon, Tamaulipas, Mexico",direct,23.1025647,-99.7623802
LRM 348,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Astrophytum myriostigma,"Carco Blanco, San Luis Potosi, Mexicó",NA,24/06/09,NA,clcactus,"Charco Blanco, San Luis Potosi, Mexico",direct,22.6295776,-100.5198234
LRM 422,"Living Rocks of Mexico. Now Geoff Bailey, John Miller, previously also David (Dave) Rushforth.",Astrophytum myriostigma,"Buenavista, San Luis Potosi, Mexicó",NA,25/06/09,NA,clcactus,"Buenavista, San Luis Potosi, Mexico",direct,23.4215367,-100.7928502
BZ 22,"Luciano Battaia, Carlo Zanovello",Astrophytum myriostigma,Mexicó : San Luis Potosi (Buenavista),NA,NA,NA,clcactus,"Buenavista, San Luis Potosi, Mexico",direct,23.4215367,-100.7928502
MMR 226,Milan Majer,Astrophytum myriostigma  v. strongylogonum,Mexicó : San Luis Potosi (Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
MZ 142,Milan Zachar,Astrophytum myriostigma  f. quadricosta,Mexicó : Tamaulipas (Jaumave),NA,NA,NA,clcactus,"Jaumave, Tamaulipas, Mexico",direct,23.4719813,-99.4263583
MZ 147B,Milan Zachar,Astrophytum myriostigma,"Guadalcazar I, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Guadalcazar, San Luis Potosi, Mexico",direct,22.9009999,-100.2957141
MZ 149,Milan Zachar,Astrophytum myriostigma,"Guadalcazar II, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Guadalcazar, San Luis Potosi, Mexico",direct,22.9009999,-100.2957141
MZ 167,Milan Zachar,Astrophytum myriostigma  f. columnare,"Miquihuana III, Tamaulipas, Mexicó",NA,NA,NA,clcactus,"Miquihuana, Tamaulipas, Mexico",direct,23.5860223,-99.7934682
MZ 169B,Milan Zachar,Astrophytum myriostigma,"Huizache II, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
MZ 225,Milan Zachar,Astrophytum myriostigma,"Huizache II, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
MZ 227,Milan Zachar,Astrophytum myriostigma,"Huizache III, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Huizache, San Luis Potosi, Mexico",direct,22.9103315,-100.5110812
MZ 232,Milan Zachar,Astrophytum myriostigma,Mexicó : Tamaulipas (Tula),NA,NA,NA,clcactus,"Tula, Tamaulipas, Mexico",direct,22.9478816,-99.8055882
MZ 264,Milan Zachar,Astrophytum myriostigma  f. columnare,"Miquihuana III, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"Miquihuana, San Luis Potosi, Mexico",direct,22.71349,-99.50104
MZ 343,Milan Zachar,Astrophytum myriostigma,"San Francisco, San Luis Potosi, Mexicó",NA,NA,NA,clcactus,"San Francisco, San Luis Potosi, Mexico",direct,22.9971869,-101.9297044
MZ 347,Milan Zachar,Astrophytum myriostigma,Mexicó : San Luis Potosi (Las Tablas),NA,NA,NA,clcactus,"Las Tablas, San Luis Potosi, Mexico",direct,22.2571034,-99.8613755
